source,opus_no,hash
tsumepara,76,e07a6fb51a8d5690d701eefff65492891bc107d88bccbf9981cf67a3c7a1502d
tsumepara,77,81284179b1eeafdf829b61fe798d9dee4b44276c176099122825db0d3d3ef845
tsumepara,78,bcd2e0fab6dccd7722c748ca7c99a47f1da4512d30e334e942357bd0c8a77f02
tsumepara,79,6a04bc94c79a03683145dd991ec2a6d94428d507a35743c84d3f2868e0879fec
tsumepara,80,5d9c33c3c197269d9a5c0aa067d0b6aec1c5b0ff6284610bba7d5f54c01c8e1a
tsumepara,81,9c2f437eaa2355f1a03ec93f169373f45e32b38d7689edd389a23a40a997174a
tsumepara,82,a8cf9acde9f4e1e27c581031fd87f3e86b56c154264bdb1eeabb037ae71df9f0
tsumepara,83,c7edba139d8393b10f55952061e23f5e7f0a9a796c27898a6b8989b075660ca1
tsumepara,84,7d41da5a21c26a1f95e9341ab2e4a514572a23e01da4e0293ac2734b19a46b05
tsumepara,85,0c5ac1fa6813934a6c290345768c44654c54a66ff2374083503080c645a6fd84
tsumepara,86,ad48c250e77b2c77a238cde32b93f62ef8cac50b5f1fb4da382ec693ccb51f1a
tsumepara,87,9dfdd3b997c97a4125573ddc938d32c47b4d74035d7bfc75f7c1f0749f7c282f
tsumepara,88,68dc5bc090b73664d5f59ae039a4a20c051a8b02f6a539a778723eb89f371bbc
tsumepara,89,8c219a634f7a6fff41c46be9ca9fb3583fc20d7f966e0bb8d07d3836de13f4d8
tsumepara,90,bf0f308d02008757d6c054dda2e5de390e3a8f72857211533226865cd106fb21
tsumepara,91,4e6727096e7327344b782973c619fb2bae4f099c22e45c3e03fef227091126d9
tsumepara,92,e5384446efb2ee795ed135a33128610aef62818ec03557785cb5f939b98ddff9
tsumepara,93,3b5914ebc89f132f5e6f9d7650262fb0d20f68bad0d7431de6b2cc6884376481
tsumepara,94,50052625e452b106957c31c9974e638497f8a0fa4ef254373347169393381b39
tsumepara,96,c46b8b50673afac9e7b7eea2f76b982e252fe129d0886bcef3d516b9c5fc8a63
tsumepara,97,7e9ddaf77e1d61f26bfaf8af69662ceec9f6c5ab9690252b6257fde81dfb71de
tsumepara,98,7340c6fd7233055e7c70f35375c8a80fd66bbda71ffce7e5460bf2d2438df1c2
tsumepara,99,7dab3a87ed955e250988e8a1a88b71c20dbc6d65ee9530d4bdf05a48269ffa68
tsumepara,100,c3800bfd98b26370df5972ada57dc1c15aeca067ccefc0734e065809324a30d1
tsumepara,101,985dca5cb1bcf7040703d3e82ad419f747f98da07ad4430f453706d5dc2e96fe
tsumepara,102,b8d88820c08fde4ca41d428c06a0f6c3449cad4ea5182c750146c5395862558e
tsumepara,103,b593cf880d83d36ed0c2e95edec00e03902ab43dc1eb0d1985de8686164eac89
tsumepara,104,c9f9d2fa0923cec5dee56181715b73e6210d84a17801f1884fb68b97aa5177c3
tsumepara,105,ee8ebe6b9aa282004f8b4d5a311ae1e109db1f0cdb714903e7c9056cea194d36
tsumepara,106,baa7cd58db57b4d1fdf276eae8cff0220f60e0053a78cef2ded6df8cb05e589c
tsumepara,107,da3bc811c2debc99adb58afc10bd63107ac53dd55cce2a1f72440f76ff9c6c53
tsumepara,108,c5ef546314890600c85dc51b22a76851612740e614c2565c948f8ca60c7ef93f
tsumepara,109,d27d9740b2a1189da1bfbfd38d03af12bc0049f1f6505f4cfb2ed0d06fa165a4
tsumepara,110,8413114a22f4dcd2ad0f4475c0ce5afe0e64c8c2ea961eaf985f552509701f06
tsumepara,111,eabe7467526f5a241b5b276c8dd31a2667e89b9510028dccc6e03835b4ea5b98
tsumepara,112,2625755f3491c88d10796051f8fff60de67c285e1500af26f0af73fad1cc4f1f
tsumepara,113,00fb51d6e5526e63978544a5f4659ddbe8fc21bf429b178f432130a12e58368d
tsumepara,114,a1bbd09582e5b956e8930f68c3eb0f98a1f9c165c617995ff30a014faa7eaf1a
tsumepara,115,df8e1ed172424cb7571a1d5fe5edc23979dfc0facf3220730a14df46876ae6ab
tsumepara,116,1584400acd5ec12392b7fa03b7012b5ac97b83762686b1a78915081dcdcdb4f7
tsumepara,117,abac8b07fe6fd8fd790bdbaa31623b6d4439a82db0d2afa323772281fa27aba9
tsumepara,118,6ae87fa2e86cf7c42cac3382620655753415d50093771d7a048b02317524e517
tsumepara,119,2bc1269d03b1f088f5d25d70896ed3f125a3cbf0dc23e4d937f058a75267755f
tsumepara,120,665452e896e7873b0f48aa1b0bb26746b5d2ce499a47c394ac59abb47de9a077
tsumepara,121,62650b081d1a6bd101f19182200eb6d8de242feda23c8f3c4322a5e4c9a2779e
tsumepara,122,f838fd352f63ad71a0e377df8c02610705aec3b417f3543768c0a96f286b0e94
tsumepara,123,5ff7eb100cd3efe2418d33376561cf7afe6f207545124c20319dfd8371862397
tsumepara,124,c4e3b0f864a8451081897ed91b2cb4137d2d9f9132ee1ae05c4a7990ba71b5e1
tsumepara,125,fe2228a79bb5bc6122e87f0a1e9f67d9e82166656dced5ce69dd5df8cda3363b
tsumepara,126,861a3a2b77ad2437329892932dd61642f220064ed29d0d4c46f236454861472e
tsumepara,127,f539c0eb74330df9cd5f0912f64a71a2b747f04e73bb35951169941b67444a09
tsumepara,128,2258f81acdaa5c450664921f152efb987c089d03cff9f0b14cad647a1d620258
tsumepara,129,c59230a27a2ce7a63e91062a9dd94e307a66a01bef0ba82514451b4f80de0dd2
tsumepara,130,7070af8ef2b7bce24e88f6470097df1b0f68505b3de259873145bfbe04e1eb35
tsumepara,131,82737960a5d82b5227c2826d4d3c84b6a2899281d954d6677c2c73b5c3cce35b
tsumepara,132,4703822dcb8e0d3937693ec47d01d6d3ff90119936761cb78aa840972080e2e8
tsumepara,133,ba24cc6c16c821ad04d91b3e2e698aba5bc2fdb3c2aa713d30f88ad10696c806
tsumepara,134,b0cb205b833acadddffebac96bf7e5002690cd823b33b57eb9edfcdd4877238e
tsumepara,135,907d27dba11d102f91468dedf1cbc85b17645f2baee235d41eba61275eb220cf
tsumepara,136,e59d73ef35cff68aa2130c8706daddd71cba5c99cfb64dce95ee98adee6eb782
tsumepara,137,8f26850e68474fd3b2b6208ba9111b61c061fc448c285bde215ec520f2b1f853
tsumepara,138,2eb467865495767252c368d1512a0ad565f3ca88a442f6948490810fdabb28e6
tsumepara,139,b33c9a3847626cf2b8adae90285732e0f57019b3d265a154b5d1fa24eb234cd4
tsumepara,140,b665293330c3de7785cee774e005ed99d073f1b2085854a90d9a39b99434a48a
tsumepara,141,a79b3f943905e90073b7346dc3d817bf8244e35f69c57eeedeeab7c8ed29cba5
tsumepara,142,e0a3ac2f693c3f7dbd25520d5c0e2e5d3d070159f52a87670b44322379269807
tsumepara,143,5306552c3e303157d7817b6a67eb3353eabcc6533b6dac873b6d970a29828834
tsumepara,144,5044091c4cd797d6529817e9148dc3803446b99f4df0a86164b2dec7233afa55
tsumepara,145,d7ba0dcbff0dc45a11400ec3e445c1980125eba7f363b5a54060458b26e64cfc
tsumepara,146,901dcb798e11581a1c2c6669e56ee79a49b295b06a0f8117864625298d96bb63
tsumepara,147,5b2e7aabaadcb7286d64a109d47a2bcfdfc91bfc1a4bf46276409b77754b431a
tsumepara,148,1e7672f724293ad5a957644e1825b3e12e127e35dddc1b6f4938eb5809ae9d54
tsumepara,149,954ab901d5e119679b2e17ec9b4301e44cb76f5fef8de6507e23cb5e44e950ee
tsumepara,150,2d5a4a3d7010aac690be487ed147798b1b49e432fcbd3168b9e73a9430a1a3c9
tsumepara,151,796456bbfb6ca5abc364c3b0d97b7e26b4db79be30606eadc50de78beecf5b6b
tsumepara,152,4c116e090a62552e65d3036d7594571d2228e810cde207635cffe355b6a6ac3c
tsumepara,153,96a4bd9ad18b3d7912e6d772ddf6e15cf2306832a6243257f046d377a1f7cf97
tsumepara,154,18546c67a551d089e00f5eaabd6a88be49f48084cc03ed34d81ee6054681cc69
tsumepara,155,e6fbbdb920e5290cd0d692a8d9c3ad3510e8d341487df1f4a54c43eaed00171d
tsumepara,157,6b222a6d2b2ef24d3928549a474a242532d2375c25a2174b03ccd61a20c90cbc
tsumepara,158,1a17f35442340aae1045d8678212822b52926e9d803411dd1709083a35bff2cb
tsumepara,159,dd2526031221fab4d85f3c64e2e5c04e1150af8e015afc380580e4b90f38e4c9
tsumepara,160,399935a51f61029ce6d5c9e20fba91def7d0f5a9f15fb702206c733c5865c6b8
tsumepara,161,6dcbd43c35b120c18a6735309052bd81c6bbe0ec67ebca7b0373fd9d2a91b20e
tsumepara,162,2b4e2e2f9a90a08c2662b5489f539eac666240bf7580ff240472c04c04b4fea8
tsumepara,163,d767b8f6bbc933197ce40afdeb2d98113cd756b75acde08d3dcfc7df305de871
tsumepara,164,4b647da147508b7ae9070f0a909f2d3b1e8847ee832ede25069aa0037383486f
tsumepara,165,2899f8baecee4c65ddfefb30c7b418a431656bcdd0fac0d45dc12dac49a021b9
tsumepara,166,7a2433b85d1d92771488da693d5a0f06d8b1209704c6e7d5545ea168f65ad2a7
tsumepara,167,2d6146c01a8a005419d58f578eaed0e2092214ee855633b6d6970c42d5d29ebc
tsumepara,168,52571d54dc5e11652c1d019a05160d2a3616ced895125e16b5c4bcd8ee0f1fcc
tsumepara,169,5283a2d8fa8f2b47e070ac31ce5ef0338320ee627e31516368b123c83d653078
tsumepara,170,3d2d38a51d41c0fc987e3b3bc883424f22c7a8981d654dfc89d225d9d2eaf085
tsumepara,172,40e56295fc141dd21374591bc68edb1480703456a842eeb20b0fbb1145621062
tsumepara,173,eb6b53676628eef23c31848ea7a5ba95173c2f7fef4d72a52c6b26d8bfb6ea48
tsumepara,174,621dbbd4feddd05b0bacd00aadf3cb4560eeac91f38bfb4ce74a928e341205cd
tsumepara,175,fc7489befecab44ab06b34edcdcaba76f0705b0fd158e76c2af2fd1661f13b50
tsumepara,176,f9ee03b58852b9fa141d72f2ce18beb106c1ae04892e4044f35b85857aeabf4b
tsumepara,177,9b6e8f13adb5f63e967768ac60967411ec89e3289aeb8075914de9078bc225e5
tsumepara,179,bbf0ab6a70f4c7b56d9e15df3a46d469854d2ca6d3ea2c4fdffba02c67489042
tsumepara,180,e50565a3e0095e1d378da2b5f1138493b5677717e8b12eee4d6c7c7b8d1e7017
tsumepara,182,a8ffcafde792e86250d69b73d16a56b56a1e61ce93ebcf9cd82ae52638c0ab39
tsumepara,183,eea75f46a8ec1a1cd40c6486c9f6ce1905e5616969b4148211d82e0e5c930efb
tsumepara,184,59e89e743f1a224086e246253b0abbb792a81a4bd5907efb15fed8aaf48f2a5d
tsumepara,185,a5287d75f308b3fcda869b33555352ad412746905b7ca108bc29b920c5559378
tsumepara,186,2c3811ce7455f7a8b4db5157f21c644061ef2b4d0285bf96c76227b6b55c942f
tsumepara,188,12dcbb73a92e7f79238b0e0eeb56eab0f1f7b5535bbdd40ac4e9bb722c42e821
tsumepara,189,c7d71a45f8fcb89ca6da175b87f599fe79fa7199b75bc8c9653a2dde0bad63cc
tsumepara,192,4234815df8886699d73a1382c6f577035c7995c2cd5712df0a7b10a0047c561e
tsumepara,193,e3907e17381af5e27bb314d62ff94be4cefc9b728bbcafdfaf2d670f1de12d4f
tsumepara,194,981112c2c37c99e0c447d53ae91b52d49ff8fe95320dc09103d64c484350c662
tsumepara,195,3397b6f2fff78b785ae83730aa2860d05bb86582be5f4bf4e66ca99e9d18faad
tsumepara,196,9c836a90037d468b991537f53f6d4f394331cedfb2ef4655e123a620b67b581d
tsumepara,197,b2b8532aa294336b412570779dcd15b8eef49de942f7adade6704ec66cb6239f
tsumepara,198,1f13f7d3173188fcf55f6ddcacd0df1426089bceb56bf337866070c2648ce9e1
tsumepara,199,3f4d74437cbfa2210587e1c27a6f6c5fc010d2d36c9d1bcdb2268cd087b23fe1
tsumepara,200,c1caabaa87827268e2d9f90e36e75d4844e873dc5663a292d3ed1ff096dc9f72
tsumepara,201,720a454157c011b59b79adc2d1b5fbdc83bcf336a6dc40c3e45212840b286b37
tsumepara,202,e15c9db40fd2af8dd581d8f86ce2c97dcad484690d96e0d101afd44742c6a25c
tsumepara,203,b590b47a1bf633f4355909dabbe0c2f4cb5f3627b0313b0ad785458070a982c3
tsumepara,204,a5aab367c83c4ffe674e3d079950d3ec21a398b9869815de0557f551bd0154ba
tsumepara,205,48ff378b6b8b97a7fc05e9d36e398232578c68220d87d7aad7b11ca4994b05b4
tsumepara,206,d0d437553d608623d4fae738a5b129aea2400cf66acb5cabedfdcd1baf72d564
tsumepara,207,5300b9adcd67d9ad0fe71b2ec745ed6894112df3ece6fa90aa14bf8a7e8847c5
tsumepara,208,9785cca17c3fb9f1a20ebe40fa9e005002fea78fe428c0bcb2d74f057195614d
tsumepara,209,bd97babefb0ca78dcb618788f6d30152c7f2f03b267612408629decfc116b192
tsumepara,210,95aa7522ca7495a3b796befa4adad10d5587201198c301642b5f21f571548ab7
tsumepara,211,3bc7e111dd679bf9b4ae2f0af76a43763ef8a5ea8ebd546744730f0158badaeb
tsumepara,212,8d84607c8cde241e9d334a1cdf7f81b17f8161f4bee500f0101f59bc25d69b01
tsumepara,213,50ed9e95e7926b37e14ab608d95590eec305cbec9e98c4da27c449175302a126
tsumepara,214,198a8e38eb19b9ad7e551dc1e64f67a785f950722ff13743182e757bb1081b1f
tsumepara,215,9d0f216156ec4db04b2a55cc178e216acf4ac57fa7a9bf07ef29b902f0531a94
tsumepara,216,6946fb35a918895d010270f5369b4f1a06ccde55d12b7a8c68a36eda5ddd0ff1
tsumepara,217,61edebc206629318d894719daf5706fc68551d776860f7a318320706ef5a020c
tsumepara,218,07c5e09c0ec8f70e9cdfb8a7dae14c66292b8e357349715e68f2815f90b63cce
tsumepara,219,989fa8c5b704022aedbd9dc35707284cd0c5340a8c1ab57eaade92881260c090
tsumepara,220,31562f8baec36371bafd6e7b447ce471c56470a0e9c0f3921152e64dcb102ed5
tsumepara,221,9f05cb3a90f993640aa84140737b36311b6635b008efb14467fd4e42e458baf9
tsumepara,222,b28c2b4fb2f6fda39374ed2974e3a1ba2f5e2853f6ad9c2aeb75e46adeffac97
tsumepara,223,90374747f6ef6eaac92a355f59b7926f00dc646121c1e32a19fd3a291b337434
tsumepara,225,29603231ca1ec883c9ff1ab5e1674ee0ff458444095dd4c8a39d5909ada77e72
tsumepara,226,d77bf259a46fac07550e21f9b5ebc37ec8cf561da0b6c4da472f25acb6de3f75
tsumepara,227,ed7651a8df8fbc17e192a2017fd0321a45380f0bb4f756a99a7bb4d3432144be
tsumepara,228,8f70d7ae5000e41b17dcdb7395236d4f0f27e3b05a0b9fec41cac3628171c1fc
tsumepara,229,29ec25fdbad3a174b58ccc49284f732e8d61d0a819566cd74ad85a67002fceb6
tsumepara,230,c0a0bf99389bd2cc9e3875894d8a2d0273958f32f0f542ad08ba082f97b8c273
tsumepara,231,038126b5b492a595acb7a0f1d7385a3ed1e2821d087c6ceea1386b16028b3ad4
tsumepara,234,d223f79d475ef1a709e05760aa362e724ddc28161373b6eab33aca5f3d188a5b
tsumepara,235,4a3037e9995fad1f0624a823bed4d42aa2be009ec72447bad2c255c5a74c3efb
tsumepara,236,12382d2ccee015f0de73fc45da31f4027b0b7cf3bd13b7720d16d36870cf6f9b
tsumepara,237,6c1daf3770bea44fb68246af82cd93428346329e1af935c0f5fe1ff3aaea6fb5
tsumepara,238,f31247092d1dc0e982a258465cdcbe2452f3ec607ab96ccdaa8453cd1c7a3e6b
tsumepara,239,c4e55d958cc6aad108c55961c4e8cfb0591628e4dbeb1caf52b907e11bc7a214
tsumepara,240,23ef5fe834576875b687e841ec033c1a74264d297c1f23cc6baed1c87fb8ea1d
tsumepara,242,05439da3d88fcb329da655f81f2f5ec4526044b9892f84892c486f5f7711167a
tsumepara,243,9edc9d28f4f2159065df77163565fdb9083dd64c85567c756b370563f1a4d5e3
tsumepara,244,03a95fef482cefe6e3a61fb926ce342ed49aa4d176dfe448df68b8ef2cf81a45
tsumepara,245,3d384b8b54505a0c2812381ebe7accf431c88511313f16299f70a9ed51a8cbf1
tsumepara,246,a8ddc4a7f3ee3fbb0ca6384db92211baa93f3b36220cb3963bebffe5a019db8c
tsumepara,247,365d4575b6b6bb30afec1fc249d7f361a775e77b616d3a893b49fe8288aea776
tsumepara,248,9d146f6cded5687436e693b6cce5df5be18b1f7d6461375782079e1a14f790dc
tsumepara,250,89dda07a757750938430ba0d09012678ec81d1f7064b60a0ecb507e16f276453
tsumepara,251,6e5df180a3e5b7669334b0c55dc7715c824ea358e6c0d2c43d1fb5d8ebb3b40b
tsumepara,252,10b86bf26a603c423ce8f15e8d982e50ec194aac7be721124c465b9da229413b
tsumepara,253,5aa169fd1f15a304f21533d745b3324679c2e287ea4e2547e69c885b337895c2
tsumepara,254,a62d623976fcc2ce31a1c5490397701a65ce98eb03183c6fce1aa59388dc5165
tsumepara,256,9c5a73608b5bce91e53b8f9fb7dfe010ce08cacde94ccec484266931bc960a66
tsumepara,257,3825ba9deca86e9171ae853057147b93d58892cdedec83d2862814617548c7a2
tsumepara,258,00b82cabe073f98eb6de42cfa41d07edac3e9c89425ce7a64cb027a8c685747c
tsumepara,259,2774ae56d70c7c02643b0af7cae1a9aa2bc84e5e6fa3f3cc8979e01586b8b143
tsumepara,261,fe4cfe4f0b66f1adb51ddfb108979abbb30afbf4d1e613c3e3095fc917ac57c0
tsumepara,262,eb9df491598db94ce5acdcb492bed76c3e960bb547e0998a8f8a8066bc65283c
tsumepara,264,fa202d163bf97962304dfd722d31fbc272263a556fa854082d8fe9bc9c62c859
tsumepara,265,4d8fc5d1ada2f10c0831f5f2a6f3d74844098634519977af6e2b36186627f31b
tsumepara,266,18370f928d7f9023937ac7ec71aca193f0694d9398cbd90e0d20d515345c419e
tsumepara,267,2802d199bb1bb0d65a036e60c6f3e770e96e4e998ba4d35abd5e9447c840a0d9
tsumepara,268,1168d28914cf2f153c1016948baae084354a7c02738e8ec03989267a567712ec
tsumepara,269,50049e788a7ac0aab5123017fb91bf4cb9c5f36e801b428246692471fc98ba7d
tsumepara,270,150789ad7accec0388c04896d16f64d82a9fa56151853f326530ec7e5e9b85b3
tsumepara,271,0f89c6310320f001a9f7f4e8eefd954a74c7af05f722d29e6ab0ff9feb8a1daf
tsumepara,272,8732f54c33bd21284ee5d57d88461b253e792f98d6ef711ded8de96b60a9ff2a
tsumepara,273,fa3902ca628fd7ce37430e12ed565eca2ed621f08c0fb9c876ed63028fa5c8b9
tsumepara,274,56a3525c6bb9bd0ddfd1abe866c9f2bc3494d16331f4ab701d267fbf5075f430
tsumepara,275,6460ae247aac7a1431349703e5884c13d9e16e58846a4702e871bf2a5c1b841d
tsumepara,277,8bf603d5dd67ad67fe851b34c387c65fe415808539193e879b04ffa7e54ed23c
tsumepara,278,f91fa5a4472a886a8c7a9f4a69a615301f66fd49cb19f7424ae8fd4b3940e0d1
tsumepara,279,500b003aa6ab493068c80fcadb5493f3af9cff35ebddc335d47095003cfaccfc
tsumepara,280,694f9ee67773911ca0e06c7f6b846db9586d26ca815c78c63ab0d951a9f7210f
tsumepara,281,f32320bd338ed832b29387b3ab7cd9d494020b7b4bd3c6bfcb9b371100723ae4
tsumepara,282,8789d0fd1d648e188e49dca0ffb7eeb9b347db6920222016095c06d1652c4ae4
tsumepara,283,e4e42f4747981e77215162ebb11ea92b89485447c3f8dec5faac820aad5225ff
tsumepara,284,26986928fb0fe3762e03a83ba55989dcd984b2323be35151ba9d54c71088ca74
tsumepara,285,7ea3f25a8d9c4a843497f1ce4d3d7f534f7988bc7a65d130b36f4c27c1f45d85
tsumepara,286,d0cdf6cb749596a98ca444fd1683efb69bf6aaef674d996b61d04af3d7cbdcac
tsumepara,287,f90a61e2c71bf4e9745b7565c248f1dedad0b1f9e1b717d6109bfcdcfce998b6
tsumepara,288,ab2434e46a35d43452f23eb583504e9bf05cc98f1367f21bd70afff7c8fc67d3
tsumepara,289,0d9da9d89cc90006183481c661205f779c40ae7709a68d87d4839db1c8234851
tsumepara,290,61d470fb3c4603e2e118e82c4e098b0b03fa2c74d13d2a3195be56b909907749
tsumepara,291,1b0727652a8fb0b75dac10c4fcb37d29646160e73d10cac6eeeb4c5b7e095c58
